Unnamed: 0,track_id,artist,song,release_date,total_weeks,peak_position,peak_streams,total_streams,release_month,release_season,first_peak_date,peak_season,language,genre,popularity,bpm,energy,danceability,loudness,valence,length,acousticness,artist_seperation,debut_position
523,3ICTmbm0RyjP8qQjUYHxB1,kalush,давай начистоту,2021-07-23,37,53,45361,1185097,7.0,Summer,2022-05-19,Spring,Ukrainian,,41.0,120.0,55.0,86.0,-8.0,65.0,216.0,46.0,49.0,84
524,3eekarcy7kvN4yt5ZFzltW,travis scott,highest in the room,2019-10-04,56,25,6848,1183624,10.0,Fall,2020-07-16,Summer,English,Hip Hop,86.0,76.0,43.0,60.0,-9.0,6.0,176.0,5.0,86.0,25
525,54bFM56PmE4YLRnqpW6Tha,billie eilish,therefore i am,2020-11-12,28,3,83674,1180507,11.0,Fall,2020-11-26,Fall,English,Pop,71.0,94.0,34.0,89.0,-8.0,72.0,174.0,22.0,71.0,4
526,2KslE17cAJNHTsI2MI0jb2,jung kook,standing next to you,2023-11-03,17,3,143377,1179083,11.0,Fall,2023-11-09,Fall,English,Pop,84.0,106.0,81.0,71.0,-4.0,82.0,206.0,4.0,84.0,3
527,6hZGsChumRhWG24OEh698c,mc pogba,ela joga na hora,2024-03-28,21,29,85653,1166707,3.0,Spring,2024-08-29,Summer,Portuguese,,76.0,130.0,67.0,95.0,-4.0,84.0,133.0,36.0,76.0,173
528,6HHcW1tddM6sHVBBjOkeIb,morgenshtern,dinero,2021-05-27,26,9,128415,1159001,5.0,Spring,2021-06-03,Summer,Russian,Hip Hop,49.0,98.0,45.0,95.0,-7.0,48.0,158.0,0.0,49.0,9
529,0mbcTZx7O3AuzGUq6gr8cP,yaktak,силует,2023-06-14,20,22,79930,1155109,6.0,Summer,2023-06-22,Summer,Ukrainian,,40.0,108.0,68.0,71.0,-8.0,23.0,136.0,0.0,40.0,22
530,7uoFMmxln0GPXQ0AcCBXRq,sia,snowman,2018-11-01,24,14,100799,1154620,11.0,Fall,2023-12-28,Winter,English,Pop,77.0,105.0,52.0,72.0,-6.0,34.0,166.0,43.0,77.0,87
531,6IHi9avJ1TAD5zf0OIMbC2,artem pivovarov,"о, панно!",2024-05-27,20,41,76962,1153678,5.0,Spring,2024-03-21,Spring,Ukrainian,,40.0,121.0,73.0,80.0,-5.0,64.0,164.0,8.0,40.0,41
532,7qQ6u1BXb0lys5vuVZkj2h,miyagi & andy panda,там ревели горы,2020-07-17,61,25,33549,1153424,7.0,Summer,2020-07-23,Summer,Russian,Hip Hop,59.0,77.0,84.0,56.0,-6.0,72.0,177.0,35.0,59.0,25
533,1nZHWDoDoP0Dtgup8jTW2u,aigel,пыяла,2020-11-20,11,1,199982,1153367,11.0,Fall,2023-12-07,Winter,Russian,,54.0,125.0,76.0,62.0,-9.0,6.0,210.0,6.0,54.0,42
534,3CRDbSIZ4r5MsZ0YwxuEkn,twenty one pilots,stressed out,2015-05-15,29,98,50181,1152887,5.0,Spring,2025-01-23,Winter,English,Electronic,85.0,170.0,64.0,73.0,-6.0,65.0,202.0,5.0,85.0,134
535,0zzdqpFFv3JsgnV1YQQDe5,bushido zho,далеко (большой бушизм) [prod. by wex & heysubr],2024-05-03,14,6,173763,1151840,5.0,Spring,2024-05-09,Spring,,,54.0,129.0,56.0,66.0,-7.0,51.0,107.0,29.0,54.0,6
536,7b8Z1GU2plJy3aASZTiolF,ski aggu,friesenjung,2023-10-12,19,12,92995,1151252,10.0,Fall,2023-08-31,Summer,German,Electronic,64.0,161.0,98.0,79.0,-5.0,90.0,146.0,2.0,64.0,147
537,53VP2mFKRUxPSlVud4eroD,gone.fludd,проснулся в темноте,2025-03-21,53,48,22624,1150712,3.0,Spring,2020-10-22,Fall,Russian,,49.0,136.0,65.0,54.0,-6.0,27.0,172.0,18.0,49.0,184
538,3yRDM5tBS7H8HG64y3x9kw,cheev,гарно так,2021-12-03,27,33,64371,1150494,12.0,Winter,2022-08-18,Summer,Ukrainian,,42.0,80.0,47.0,72.0,-9.0,80.0,183.0,24.0,42.0,52
539,39snjPFl16gzKojy0nYxrt,sqwore,звезда упала,2021-11-26,22,6,98648,1148936,11.0,Fall,2021-12-02,Winter,Russian,,44.0,91.0,63.0,69.0,-8.0,73.0,96.0,6.0,44.0,6
540,0d28khcov6AiegSCpG5TuT,gorillaz,feel good inc,2005-05-23,25,77,53311,1148456,5.0,Spring,2025-01-23,Winter,English,Electronic,89.0,139.0,71.0,82.0,-7.0,77.0,223.0,1.0,89.0,195
541,5JkALM9RiMKLvQNWqUiMBP,kizaru,дежавю,2019-08-15,32,92,38011,1146940,8.0,Summer,2022-11-17,Fall,Russian,Hip Hop,56.0,88.0,59.0,80.0,-5.0,23.0,174.0,2.0,56.0,92
542,4gPDnpPvvXctgaOb0TRp28,og buda,вина,2021-12-17,24,6,138201,1146284,12.0,Winter,2021-12-23,Winter,Russian,,46.0,92.0,65.0,74.0,-12.0,33.0,167.0,40.0,46.0,6
543,60AVJqYgyAlCckC6Nh2tgO,808iuli,x-slide,2024-05-10,21,54,66356,1145951,5.0,Spring,2024-08-22,Summer,English,,79.0,,,,,,,,,178
544,6m7QUKRStA95DXM4IS8eFD,egor kreed,lambo urus,2021-10-15,22,4,109397,1142379,10.0,Fall,2021-10-21,Fall,Russian,,44.0,146.0,61.0,70.0,-7.0,26.0,148.0,26.0,44.0,4
545,0H2ZDRzULQ8tIUvxUuTlqF,okean elzy,не твоя війна,2016-05-19,28,10,67649,1141408,5.0,Spring,2022-03-03,Spring,Ukrainian,Rock,46.0,89.0,59.0,39.0,-4.0,34.0,267.0,19.0,46.0,10
546,5pIo1bE9nrMBuQq763oXaS,lovv66,трап трап,2021-05-28,31,16,76569,1136500,5.0,Spring,2021-06-10,Summer,Russian,,53.0,164.0,86.0,71.0,-5.0,75.0,130.0,9.0,53.0,17
547,39uQdNywrxrH1ZjfOFc72n,toxi$,i got u,2024-06-07,18,36,81836,1134211,6.0,Summer,2024-08-01,Summer,Russian,,56.0,122.0,53.0,90.0,-7.0,89.0,163.0,68.0,56.0,65
548,0ndWY0kASiq9s2Fx76W4Jq,macan,asphalt 8,2023-03-31,24,48,55238,1131817,3.0,Spring,2023-04-13,Spring,Russian,,61.0,124.0,83.0,90.0,-5.0,73.0,136.0,37.0,61.0,62
549,6dBUzqjtbnIa1TwYbyw5CM,tv girl,lovers rock,2014-06-05,26,109,47030,1128259,6.0,Summer,2023-12-21,Winter,English,Rock,88.0,105.0,87.0,56.0,-5.0,57.0,214.0,0.0,88.0,192
550,1x8o2E70kQnWm6pHW5ApOw,uglystephan archive,ahh,2021-11-01,21,10,97657,1125135,11.0,Fall,2022-08-11,Summer,Russian,,42.0,141.0,56.0,55.0,-9.0,14.0,84.0,5.0,42.0,145
551,7vJfLRihYsxQAPaGrR22TY,gone.fludd,пацаны ii,2021-02-19,36,10,54091,1122828,2.0,Winter,2020-11-26,Fall,Russian,Hip Hop,49.0,119.0,52.0,87.0,-10.0,34.0,217.0,25.0,49.0,121
552,5dSOtyf70O6fG1xm4xFeTD,kalush,in the shadows of ukraine,2022-10-21,21,8,120144,1122524,10.0,Fall,2022-10-27,Fall,English,,38.0,112.0,70.0,76.0,-7.0,76.0,181.0,7.0,38.0,8
553,6XjDF6nds4DE2BBbagZol6,floyymenor,gata only,2024-02-02,17,33,73808,1116765,2.0,Winter,2024-07-18,Summer,Spanish,Latin,88.0,100.0,50.0,79.0,-8.0,67.0,222.0,45.0,88.0,198
554,5ktnJaccf1XbHRws28PlyK,mapt0v,фенибут 2.0 - speed up,2024-04-05,15,8,142556,1114648,4.0,Spring,2024-04-25,Spring,Russian,,49.0,103.0,45.0,72.0,-12.0,41.0,75.0,0.0,49.0,24
555,24Yi9hE78yPEbZ4kxyoXAI,saint jhn,roses - imanbek remix,2019-10-09,50,9,9653,1111385,10.0,Fall,2020-07-16,Summer,English,Electronic,76.0,122.0,72.0,77.0,-5.0,90.0,177.0,2.0,76.0,9
556,4stWOQpaEynPUlVAb4Jtw9,серега пират,тп на аме,2021-09-24,35,62,34077,1109944,9.0,Fall,2022-03-10,Spring,Russian,Rock,55.0,186.0,85.0,50.0,-4.0,43.0,155.0,6.0,55.0,125
557,5MvdcvQhhYTstWa6vJPGLU,zxcursed,killua,2022-05-20,29,11,81155,1101413,5.0,Spring,2022-05-26,Spring,Russian,,46.0,122.0,70.0,59.0,-6.0,71.0,97.0,0.0,46.0,11
558,6HMk2bFT4VkIWwIAmDCqHj,poshlaya molly,#habibati,2022-10-07,23,8,98849,1101057,10.0,Fall,2022-10-20,Fall,Russian,,57.0,115.0,80.0,72.0,-7.0,68.0,153.0,0.0,57.0,22
559,2L9wC2iWVnIWZKj2Lc4qKw,big baby tape,slip & slide,2021-10-22,13,9,280718,1099177,10.0,Fall,2021-10-28,Fall,Russian,Hip Hop,48.0,97.0,65.0,92.0,-7.0,31.0,115.0,0.0,48.0,9
560,3hzelPptWzx0OrSDTyIuuy,hensonn,flare,2022-11-11,23,20,66641,1099136,11.0,Fall,2023-01-26,Winter,English,,62.0,150.0,93.0,72.0,-3.0,3.0,152.0,17.0,62.0,96
561,06cxaOaD6LeNLk6Mx7tfsh,nessa barrett,pornstar,2025-01-11,13,9,121988,1098408,1.0,Winter,2025-01-16,Winter,,Pop,46.0,100.0,82.0,59.0,-5.0,16.0,149.0,13.0,46.0,67
562,2MdloxY70RQRuhtfXIzdWJ,anikv,меня не будет,2020-05-15,40,14,32238,1095263,5.0,Spring,2020-07-30,Summer,Russian,Pop,50.0,107.0,41.0,76.0,-11.0,30.0,254.0,39.0,50.0,37
563,5YZNLIF1saO6y3T8FaQoom,нумер 482,"добрий ранок, україно",2018-11-16,33,86,40333,1094422,11.0,Fall,2022-08-25,Summer,Ukrainian,Rock,47.0,123.0,55.0,73.0,-6.0,58.0,205.0,10.0,47.0,187
564,3vrpApJRpP927wcxjvwhst,скрябін,спи собі сама,,30,152,37932,1094241,,,2023-08-24,Summer,Ukrainian,Rock,50.0,134.0,64.0,60.0,-9.0,31.0,239.0,22.0,50.0,160
565,0SzgZTPTdQyBzDKvrq8VlR,enleo,веди мене в храм,2022-10-28,29,72,43388,1094061,10.0,Fall,2023-01-26,Winter,Ukrainian,,42.0,129.0,68.0,61.0,-4.0,23.0,236.0,40.0,42.0,137
566,514xVIQxlzOwbGR3zhoAg8,clonnex,тцк,2024-03-15,13,17,108298,1094038,3.0,Spring,2024-03-21,Spring,Ukrainian,Hip Hop,44.0,142.0,88.0,64.0,-5.0,44.0,118.0,0.0,44.0,17
567,7aeleTqgkiIZLitnXp9NMl,boulevard depo,angry toy$ - prod. ray qwa,2020-05-29,53,50,22175,1091210,5.0,Spring,2020-07-30,Summer,,,47.0,110.0,46.0,82.0,-10.0,18.0,127.0,78.0,47.0,89
568,53jnnqFSRGMDB9ADrNriCA,lady gaga,bloody mary,2011-05-23,15,3,161268,1088639,5.0,Spring,2022-12-08,Winter,English,Electronic,76.0,100.0,63.0,59.0,-6.0,44.0,245.0,1.0,76.0,21
569,7KmbiagSkUbepU88x7NWjb,kordhell,scopin,2022-04-08,27,68,47143,1086555,4.0,Spring,2023-02-09,Winter,English,Electronic,66.0,98.0,97.0,81.0,-2.0,64.0,102.0,7.0,66.0,195
570,5uEYRdEIh9Bo4fpjDd4Na9,travis scott,goosebumps - remix,2021-01-15,35,29,40302,1085883,1.0,Winter,2021-04-22,Spring,English,Electronic,75.0,125.0,59.0,84.0,-8.0,81.0,163.0,42.0,75.0,70
571,6AI3ezQ4o3HUoP6Dhudph3,kendrick lamar,not like us,2024-05-04,20,25,94201,1083044,5.0,Spring,2025-02-20,Winter,English,Hip Hop,96.0,101.0,47.0,90.0,-7.0,21.0,274.0,1.0,96.0,166
572,0MYx5qj6I4F1VUf5BOJKu0,rizza,succubus,2022-06-03,25,95,53868,1079531,6.0,Summer,2024-12-12,Winter,Russian,,56.0,156.0,63.0,64.0,-5.0,33.0,98.0,3.0,56.0,182
573,1OG1NoKpZZLrMqMYCk9m84,stray kids,lalalala,2023-11-10,15,2,163085,1078546,11.0,Fall,2023-11-16,Fall,English,Electronic,77.0,126.0,85.0,71.0,-3.0,61.0,182.0,6.0,77.0,2
574,1PtQJZVZIdWIYdARpZRDFO,kate bush,running up that hill (a deal with god),1985-09-16,19,12,68726,1078085,9.0,Fall,2022-06-16,Summer,English,Electronic,81.0,108.0,55.0,63.0,-13.0,19.0,299.0,72.0,81.0,74
575,32lug6ypOsehYy8pdAmlpu,паранойя,alaska puffer,2024-12-20,14,8,132574,1076115,12.0,Winter,2025-01-09,Winter,Russian,,61.0,119.0,82.0,69.0,-4.0,67.0,121.0,7.0,61.0,67
576,6hqHMxZAXwS2FqwmluUSi3,5mewmet,мефистофель,2023-11-17,19,28,81068,1071530,11.0,Fall,2024-01-18,Winter,Russian,,52.0,145.0,87.0,80.0,-2.0,94.0,86.0,4.0,52.0,169
577,4pGBBofmRNFmna5zEFWFpT,платина,бандана,2018-06-15,60,103,14480,1070834,6.0,Summer,2020-07-30,Summer,Russian,,49.0,145.0,81.0,88.0,-5.0,76.0,122.0,70.0,49.0,152
578,0UM7Oc5sSE70RjxJQvXauN,bushido zho,макинтош бизнес онли,2022-03-25,30,14,110669,1070757,3.0,Spring,2022-02-03,Winter,Russian,Hip Hop,41.0,98.0,57.0,79.0,-9.0,44.0,113.0,16.0,41.0,14
579,1Ll2L0m2QznnoJI9xRN5MP,odetari,hypnotic data,2024-02-15,23,48,57677,1069485,2.0,Winter,2023-10-12,Fall,English,Electronic,71.0,136.0,62.0,77.0,-6.0,25.0,129.0,2.0,71.0,138
580,6DBEfs1ysuGDERGRu7y2Jj,tina karol,стерва,2024-04-12,19,18,123571,1066064,4.0,Spring,2024-05-02,Spring,Ukrainian,Soul,46.0,96.0,62.0,79.0,-5.0,38.0,184.0,11.0,46.0,46
581,1jqbg6vgOkK6yyrALTgCfZ,poshlaya molly,тмстс,2017-02-24,24,96,49872,1065503,2.0,Winter,2025-01-02,Winter,Russian,Rock,59.0,140.0,53.0,54.0,-5.0,81.0,160.0,34.0,59.0,167
582,74XZkFC8F69YniiWVDkOsk,clonnex,ya lyublyu,2022-08-19,19,6,107892,1064159,8.0,Summer,2022-09-01,Fall,Ukrainian,Electronic,35.0,141.0,60.0,73.0,-7.0,48.0,124.0,0.0,35.0,10
583,1bpxWHaT6N8gD2k1TvhJYt,friendly thug 52 ngg,sold out,2023-11-03,23,51,57801,1057146,11.0,Fall,2023-11-09,Fall,Russian,,56.0,122.0,56.0,86.0,-7.0,37.0,153.0,10.0,56.0,51
584,2XynYulas10Wmef4Gqrxw9,thxsomch,hate.,2023-02-14,28,96,43780,1054116,2.0,Winter,2023-03-02,Spring,English,,73.0,95.0,83.0,64.0,-7.0,74.0,135.0,0.0,73.0,96
585,1btS2UHaQF7W53fP2bBuKs,kalush,стіни,2023-05-19,21,30,71761,1052347,5.0,Spring,2023-06-08,Summer,,Hip Hop,38.0,80.0,65.0,65.0,-5.0,27.0,163.0,26.0,38.0,50
586,3DjXe9iSnGVFZFWlkxIni5,instasamka,juicy,2021-06-11,21,6,87781,1052258,6.0,Summer,2021-09-16,Fall,Russian,Hip Hop,35.0,180.0,89.0,77.0,-4.0,79.0,120.0,3.0,36.0,197
587,0v1ZGfbjyQ7aQJYldgq01b,ramil',сияй,2020-12-11,35,9,41931,1044519,12.0,Winter,2020-08-27,Summer,Russian,,52.0,100.0,54.0,65.0,-5.0,21.0,122.0,28.0,52.0,133
588,3oZObqxgEjNuCiFfE11szK,soska 69,басы долбят,2022-10-28,17,6,113366,1042753,10.0,Fall,2022-11-17,Fall,Russian,,48.0,130.0,73.0,76.0,-7.0,42.0,144.0,0.0,48.0,38
589,5QE1XNQTGwFuCF7bxhwdRo,khrystyna soloviy,fortepiano,2018-10-26,21,55,75395,1042271,10.0,Fall,2024-05-16,Spring,Ukrainian,,51.0,180.0,55.0,29.0,-6.0,22.0,247.0,46.0,51.0,60
590,6fGoRtDjJZvt5IvVXl0rZy,morgenshtern,ice,2020-07-31,40,1,118790,1040812,7.0,Summer,2020-08-06,Summer,Russian,Hip Hop,52.0,152.0,88.0,86.0,-5.0,89.0,126.0,8.0,52.0,1
591,0s6XU14rLFh4AfCdW2gKAE,obladaet,nhl money,2021-03-26,33,93,37445,1040478,3.0,Spring,2021-10-28,Fall,Russian,Hip Hop,40.0,100.0,72.0,80.0,-8.0,30.0,127.0,2.0,40.0,114
592,,overrated,we fell apart - slowed,,21,55,66892,1035657,,,2024-03-07,Spring,English,,,,,,,,,,,161
593,7vtGOauV0Zz8Px5EJYm7d7,slowboy,life in rio,2023-03-17,28,128,40193,1034098,3.0,Spring,2023-10-26,Fall,Portuguese,,71.0,129.0,97.0,73.0,-2.0,70.0,94.0,0.0,71.0,195
594,2K70ZV0Ls65Kkj0WUEfHlz,crystal castles,kerosene,2012-01-01,25,63,51582,1032867,1.0,Winter,2023-11-23,Fall,English,Electronic,72.0,118.0,53.0,52.0,-10.0,8.0,192.0,9.0,72.0,200
595,20RfU5hvTEAWHqUT9bpJsO,newlightchild,f*ck off,2023-12-15,22,40,66976,1030698,12.0,Winter,2023-10-19,Fall,Russian,,54.0,151.0,67.0,57.0,-4.0,34.0,103.0,0.0,54.0,157
596,1A7qPfbcyRVEdcZiwTFhZI,vøj,memory reboot,2023-01-13,24,87,47164,1029871,1.0,Winter,2023-10-12,Fall,,Electronic,72.0,81.0,89.0,47.0,-6.0,46.0,209.0,0.0,72.0,195
597,4h9wh7iOZ0GGn8QVp4RAOB,onerepublic,i ain't worried,2022-05-13,31,94,38857,1026955,5.0,Spring,2022-09-29,Fall,English,Pop,83.0,140.0,80.0,70.0,-6.0,83.0,148.0,8.0,83.0,129
598,3qaHQHFei5haumGtlPhDDe,the kiffness,oy u luzi chervona kalyna - army remix,2022-03-05,25,10,71247,1026307,3.0,Spring,2022-04-28,Spring,,,45.0,120.0,53.0,80.0,-9.0,65.0,186.0,51.0,45.0,149
599,2too3Pi9ZnJtwt6koMJEmF,yarmak,ragnarok,2023-05-27,24,26,72939,1022995,5.0,Spring,2023-06-15,Summer,Ukrainian,Electronic,47.0,90.0,56.0,62.0,-10.0,22.0,213.0,18.0,47.0,47
600,01qFKNWq73UfEslI0GvumE,jung kook,3d,2023-10-02,19,8,106152,1022142,10.0,Fall,2023-10-05,Fall,English,Pop,78.0,108.0,82.0,85.0,-3.0,89.0,202.0,3.0,78.0,8
601,,morgenshtern,leck,,17,2,124011,1019905,,,2021-05-06,Spring,English,Hip Hop,,,,,,,,,,2
602,4XNPw2OPBGxIIhNLnNbZIi,tima belorusskih,под звездопадом,2021-06-18,33,33,50585,1018140,6.0,Summer,2021-06-24,Summer,Russian,,54.0,120.0,52.0,93.0,-7.0,48.0,217.0,74.0,54.0,33
603,1OhtcX8IP2mQ2s5yEZ3jSN,arut,vlaga,2022-06-17,18,2,145549,1016549,6.0,Summer,2022-06-23,Summer,Russian,Hip Hop,41.0,100.0,65.0,89.0,-7.0,56.0,153.0,1.0,41.0,2
604,3DarAbFujv6eYNliUTyqtz,doja cat,kiss me more,2021-06-25,24,10,62748,1013102,6.0,Summer,2021-05-13,Spring,English,Hip Hop,84.0,111.0,71.0,76.0,-3.0,78.0,209.0,26.0,85.0,18
605,3tkxxgEqEe2NsBuFW5aiNa,нексюша,на твиче,2020-08-28,37,80,28320,1005161,8.0,Summer,2021-06-24,Summer,Russian,,56.0,110.0,45.0,82.0,-14.0,60.0,175.0,16.0,56.0,104
606,7gPyGGhy2cVVVOq5V5jUt4,mumiy troll,башня,2021-11-26,13,4,170205,1003604,11.0,Fall,2021-12-02,Winter,Russian,,43.0,,,,,,,,,4
607,1ck5jWKV1chAEdtPHZHl9b,friendly thug 52 ngg,ammo,2024-05-31,20,30,94043,1002787,5.0,Spring,2024-06-13,Summer,Russian,,59.0,76.0,51.0,83.0,-7.0,49.0,113.0,14.0,59.0,49
608,3M0lSi5WW79CXQamgSBIjx,chase atlantic,swim,2017-10-04,17,35,75236,1002109,10.0,Fall,2025-01-16,Winter,English,Rock,89.0,120.0,54.0,67.0,-6.0,8.0,229.0,27.0,89.0,156
609,7q3ITM7IODTTqkW6ByBRgb,полматери,маша,2023-10-13,24,36,56788,1002056,10.0,Fall,2023-01-12,Winter,Russian,,54.0,151.0,79.0,63.0,-6.0,57.0,115.0,17.0,54.0,105
610,3Pc3jFRVSUvMKLsna4KNe1,nazva,чужію я,2024-08-02,17,26,92069,996883,8.0,Summer,2024-12-26,Winter,Ukrainian,Pop,49.0,130.0,69.0,69.0,-6.0,21.0,204.0,46.0,49.0,123
611,5kElIh62XbmpGwfR0cYaZn,pharaoh,не по пути,2018-10-11,54,94,33871,996677,10.0,Fall,2021-09-23,Fall,Russian,Hip Hop,50.0,98.0,63.0,81.0,-8.0,61.0,157.0,45.0,50.0,128
612,0xx6wsjApOtjqEBF3xeSG7,friendly thug 52 ngg,legit check,2023-11-03,23,48,60092,988165,11.0,Fall,2023-11-09,Fall,Russian,,58.0,100.0,56.0,79.0,-9.0,66.0,157.0,52.0,58.0,48
613,0R848ny5sEpVuR1tMXZNFr,instasamka,как mommy,2022-12-16,14,5,119026,988079,12.0,Winter,2023-01-12,Winter,Russian,Pop,54.0,122.0,50.0,83.0,-9.0,39.0,130.0,32.0,54.0,33
614,4Oun2ylbjFKMPTiaSbbCih,cardi b,wap,2020-08-07,30,3,61196,987695,8.0,Summer,2020-09-10,Fall,English,Hip Hop,77.0,133.0,45.0,94.0,-8.0,36.0,188.0,2.0,77.0,31
615,65zIby9Z03d1bhGvLNJNrA,shy smith,soaked,2021-11-24,13,14,102019,983638,11.0,Fall,2024-02-22,Winter,English,Electronic,76.0,109.0,67.0,90.0,-7.0,84.0,179.0,5.0,76.0,64
616,0y1QJc3SJVPKJ1OvFmFqe6,kaleo,way down we go,2016-06-10,24,113,47095,983481,6.0,Summer,2024-08-22,Summer,English,Rock,84.0,163.0,51.0,49.0,-8.0,34.0,214.0,58.0,84.0,196
617,50nfwKoDiSYg8zOCREWAm5,ed sheeran,shivers,2021-10-25,26,36,53529,983370,10.0,Fall,2021-09-23,Fall,English,Electronic,85.0,141.0,86.0,79.0,-3.0,82.0,208.0,28.0,85.0,43
618,0MVUHSIc1HJzRvNTtEjve9,clonnex,codeinoslav,2022-08-19,17,10,89795,982623,8.0,Summer,2022-07-28,Summer,Ukrainian,Hip Hop,37.0,140.0,65.0,83.0,-7.0,76.0,110.0,1.0,37.0,10
619,7vsAZNP2BZiHK8RHyTh7lC,килджо,chronosphere,2022-11-25,25,28,56442,980703,11.0,Fall,2022-12-08,Winter,Russian,,46.0,125.0,65.0,86.0,-10.0,42.0,114.0,9.0,46.0,38
620,1CPokeFkfQAjz9QHH3J9Vj,dabbackwood,фрик,2024-08-02,14,15,110221,976129,8.0,Summer,2024-08-29,Summer,Russian,,55.0,106.0,90.0,88.0,-3.0,45.0,91.0,8.0,55.0,69
621,1jvbTfTwq3BCz0MPJA0eCo,fallen777angel,(не) уходи,2024-09-20,16,37,80250,975093,9.0,Fall,2024-12-19,Winter,Russian,,55.0,132.0,59.0,60.0,-10.0,50.0,117.0,5.0,55.0,82
622,571md1FedFYFaYUMUktYaF,face,юморист - original motion picture soundtrack,2019-02-12,51,32,52094,974791,2.0,Winter,2022-04-07,Spring,Russian,Hip Hop,59.0,154.0,70.0,84.0,-8.0,85.0,143.0,6.0,59.0,76
623,78hv1YlVwCNURAoEMmDdO5,mayot,ауди [prod. by sqweezey],2020-09-04,41,33,30836,974400,9.0,Fall,2021-01-21,Winter,,,44.0,130.0,55.0,76.0,-10.0,25.0,155.0,7.0,44.0,186
624,24lCQwPdrekBLHCWyDT7De,dabro,юность,2020-11-06,35,7,46690,971928,11.0,Fall,2020-08-27,Summer,Russian,Pop,57.0,124.0,68.0,81.0,-5.0,57.0,220.0,17.0,57.0,76
625,7AQim7LbvFVZJE3O8TYgf2,xxxtentacion,fuck love,2017-08-25,19,35,77419,971766,8.0,Summer,2024-10-17,Fall,English,Hip Hop,84.0,131.0,53.0,80.0,-10.0,33.0,147.0,2.0,84.0,142
626,3qaMprRWLGggArD14diXYz,6arelyhuman,faster n harder,2024-02-28,14,23,98393,970941,2.0,Winter,2024-04-04,Spring,English,Rock,68.0,140.0,98.0,48.0,-2.0,48.0,123.0,1.0,68.0,143
627,1EDpJu7WJlZYq0dbAJ7Hkv,golubenko,знову,2022-07-06,26,126,40707,970527,7.0,Summer,2023-05-11,Spring,Ukrainian,,45.0,115.0,61.0,80.0,-6.0,71.0,150.0,21.0,45.0,157
628,2RnIKl1fhm1b3VFuESuXJk,kizaru,stick out,2021-04-30,24,1,162633,968617,4.0,Spring,2021-05-06,Spring,Russian,Hip Hop,37.0,127.0,60.0,86.0,-4.0,56.0,140.0,7.0,37.0,1
629,35LIFNsMZjGJhLvRYAYxTX,где фантом?,я тебя люблю,2020-08-26,37,39,30298,965486,8.0,Summer,2020-12-24,Winter,Russian,Rock,57.0,185.0,66.0,52.0,-10.0,62.0,197.0,66.0,57.0,140
630,3gTQwwDNJ42CCLo3Sf4JDd,stray kids,s-class,2023-06-02,20,16,99727,962009,6.0,Summer,2023-06-08,Summer,Korean,Electronic,74.0,105.0,78.0,89.0,-2.0,67.0,196.0,9.0,74.0,16
631,7ygIAeOqwEjPFlw4VOWkkL,galibri & mavik,федерико феллини,2021-05-19,25,28,57262,959292,5.0,Spring,2021-08-26,Summer,Russian,Electronic,53.0,145.0,80.0,70.0,-6.0,94.0,136.0,6.0,53.0,168
632,6MlIIJwO4FxnOlrpOrS4hU,interworld,metamorphosis - sped up,2022-06-24,26,100,42173,958779,6.0,Summer,2023-02-09,Winter,English,,64.0,112.0,69.0,68.0,-11.0,14.0,111.0,47.0,64.0,151
633,2kLmAwQCBSlvtcptioAoTv,lovv66,5ive,2022-12-23,20,15,72061,955524,12.0,Winter,2023-01-19,Winter,Russian,,52.0,146.0,56.0,78.0,-10.0,21.0,143.0,10.0,52.0,149
634,3sYyBDC4zPM3UZsgUfPhbb,jerry heil,#москаль_некрасівий,2022-05-06,24,41,45789,955066,5.0,Spring,2022-06-02,Summer,Ukrainian,Pop,40.0,90.0,77.0,88.0,-4.0,82.0,121.0,12.0,40.0,190
635,4rXLjWdF2ZZpXCVTfWcshS,gunna,fukumean,2023-06-16,21,40,66064,952981,6.0,Summer,2023-09-21,Fall,English,Hip Hop,82.0,130.0,62.0,85.0,-7.0,22.0,125.0,12.0,82.0,151
636,12fesH0q1KEBKyg0G9Yi2E,slava marlow,она тебя любит,2021-08-19,14,1,159555,952513,8.0,Summer,2021-08-26,Summer,Russian,Hip Hop,38.0,90.0,46.0,89.0,-7.0,20.0,192.0,3.0,38.0,1
637,4Hp1floq6WB8SLg8OIoa6T,icegergert,78 flow,2023-11-17,21,76,53400,952377,11.0,Fall,2025-01-23,Winter,Russian,,60.0,85.0,59.0,78.0,-6.0,19.0,116.0,3.0,60.0,168
638,61dQL4235tBR4u4puYOPjt,молодой платон,"don't play, bae",2022-09-09,20,21,72970,951976,9.0,Fall,2022-10-13,Fall,Russian,,54.0,102.0,77.0,84.0,-4.0,39.0,182.0,1.0,54.0,164
639,3CMS4dfj0WtgtvKfY6BM1P,наверное поэт,захотел,2024-03-15,14,25,102960,950930,3.0,Spring,2024-05-23,Spring,Russian,,55.0,120.0,62.0,88.0,-6.0,95.0,100.0,8.0,55.0,71
640,3qUkNn1wMlyGTik6iEoemT,og buda,добро пожаловать (prod. by wex & treepside),2021-04-28,25,19,49326,947572,4.0,Spring,2021-05-06,Spring,,,37.0,99.0,78.0,53.0,-6.0,56.0,109.0,7.0,37.0,88
