Unnamed: 0,track_id,artist,song,release_date,total_weeks,peak_position,peak_streams,total_streams,release_month,release_season,first_peak_date,peak_season,language,genre,popularity,bpm,energy,danceability,loudness,valence,length,acousticness,artist_seperation,debut_position
0,61BaxM1NIcadLu3gtWm2uT,sadsvit,силуети,2022-10-28,126,1,263673,17102909,10.0,Fall,2022-11-03,Fall,Ukrainian,Rock,61.0,77.0,86.0,53.0,-7.0,39.0,177.0,2.0,61.0,1
1,2QjOHCTQ1Jl3zawyYOpxh6,the neighbourhood,sweater weather,2013-04-22,234,16,75675,12393368,4.0,Spring,2022-10-13,Fall,English,Hip Hop,91.0,124.0,81.0,61.0,-3.0,40.0,240.0,5.0,91.0,171
2,4MQmxIxM5CXKjdq4IrCWhd,sadsvit,касета,2021-12-13,154,1,296336,11790369,12.0,Winter,2024-11-28,Fall,Ukrainian,Rock,61.0,170.0,74.0,65.0,-7.0,63.0,144.0,30.0,61.0,53
3,6gtK39SLszESqJFu2SkId3,wellboy,додому,2022-12-16,117,5,115203,10613534,12.0,Winter,2023-10-05,Fall,Ukrainian,Soul,54.0,115.0,76.0,77.0,-6.0,38.0,170.0,18.0,54.0,79
4,66Xj2OpnDALdW0G509b9yY,yaktak,погляд,2022-10-13,108,1,171097,9534146,10.0,Fall,2023-06-08,Summer,Ukrainian,,54.0,110.0,79.0,76.0,-5.0,55.0,177.0,9.0,54.0,57
5,21LIoC4ZxT3F8xq9gidNbX,xxxmanera,never broke again,2022-04-08,145,1,129007,9524035,4.0,Spring,2022-07-21,Summer,English,,60.0,140.0,57.0,64.0,-7.0,70.0,108.0,1.0,60.0,96
6,6bCLkzoE3agC7Ws9NxVxIn,krbk,крепче,2016-01-05,118,8,129377,9492031,1.0,Winter,2024-03-21,Spring,Russian,,63.0,78.0,31.0,77.0,-14.0,71.0,120.0,87.0,63.0,184
7,1N8TTK1Uoy7UvQNUazfUt5,thxsomch,spit in my face!,2022-12-20,113,1,241572,9187236,12.0,Winter,2022-11-24,Fall,English,Hip Hop,80.0,94.0,79.0,73.0,-7.0,65.0,148.0,5.0,80.0,100
8,2GxrNKugF82CnoRFbQfzPf,artemas,i like the way you kiss me,2024-03-19,54,1,509776,9051129,3.0,Spring,2024-03-28,Spring,English,Electronic,84.0,152.0,95.0,60.0,-4.0,75.0,143.0,0.0,84.0,107
9,0vByMmR3Y8MBorEEE5Pmie,parfeniuk,відриваючись,2023-05-03,100,5,165999,9034842,5.0,Spring,2023-05-11,Spring,Ukrainian,,56.0,125.0,68.0,69.0,-6.0,55.0,150.0,53.0,56.0,77
10,1GUQJU4M76atFmI5Yu9I8i,klavdia petrivna,знайди мене,2023-09-22,76,1,204442,8541144,9.0,Fall,2023-10-26,Fall,Ukrainian,Pop,58.0,110.0,46.0,76.0,-12.0,17.0,151.0,71.0,58.0,6
11,3gH5vuIvlmzHQkPGmbkXND,yaktak,порічка,2023-04-05,96,3,129190,8385141,4.0,Spring,2023-07-13,Summer,Ukrainian,,51.0,125.0,71.0,75.0,-5.0,77.0,159.0,35.0,51.0,14
12,4CeeEOM32jQcH3eN9Q2dGj,nirvana,smells like teen spirit - remastered,1991-09-26,175,37,60618,8151062,9.0,Fall,2023-05-04,Spring,English,Rock,84.0,117.0,91.0,50.0,-5.0,72.0,302.0,0.0,85.0,180
13,5Z8YDahqRCzMQRwKZPk5dC,big baby tape,million,2021-10-22,133,2,250559,8137971,10.0,Fall,2021-11-18,Fall,Russian,Rock,59.0,165.0,68.0,87.0,-5.0,72.0,135.0,3.0,59.0,3
14,1WbhIxkn5ECsOwUm795iX1,lil peep,star shopping,2015-08-17,233,53,22228,8077451,8.0,Summer,2020-11-05,Fall,English,Hip Hop,82.0,93.0,47.0,54.0,-10.0,31.0,142.0,9.0,82.0,141
15,7kKTYTHULdERuHGCkVyLVD,kalush,додому,2021-07-23,127,2,148472,8073470,7.0,Summer,2022-05-19,Spring,Ukrainian,,48.0,120.0,55.0,86.0,-8.0,65.0,216.0,46.0,49.0,84
16,5TXDeTFVRVY7Cvt0Dw4vWW,xxxtentacion,revenge,2017-08-25,160,15,102950,8049428,8.0,Summer,2024-10-10,Fall,English,Hip Hop,84.0,140.0,25.0,75.0,-16.0,18.0,120.0,78.0,84.0,39
17,2ksyzVfU0WJoBpu8otr4pz,interworld,metamorphosis,2021-11-25,97,3,139992,7940179,11.0,Fall,2023-02-16,Winter,English,Phonk,79.0,175.0,64.0,59.0,-13.0,15.0,143.0,43.0,79.0,118
18,11gTRcdz4wK32fghA2vrX7,friendly thug 52 ngg,lost angeles,2023-11-03,73,1,156602,7882395,11.0,Fall,2023-11-30,Fall,Russian,,64.0,75.0,54.0,79.0,-10.0,41.0,114.0,14.0,64.0,131
19,6qyS9qBy0mEk3qYaH8mPss,kordhell,murder in my mind,2022-01-21,101,3,121927,7878515,1.0,Winter,2022-09-15,Fall,English,Electronic,77.0,120.0,97.0,71.0,-1.0,57.0,145.0,1.0,77.0,133
20,5XeFesFbtLpXzIVDNQP22n,arctic monkeys,i wanna be yours,2013-09-09,136,18,83031,7824377,9.0,Fall,2023-12-21,Winter,English,Rock,92.0,68.0,42.0,46.0,-9.0,48.0,184.0,14.0,92.0,170
21,4QbAOvKJMIx22HvGqkFBmM,alyona alyona,не втратимо зв'язок,2023-04-13,96,10,129450,7818569,4.0,Spring,2024-02-15,Winter,Ukrainian,,52.0,82.0,71.0,79.0,-4.0,56.0,149.0,33.0,52.0,99
22,4Yzlz45QgjUKZmN2KrK4AP,skofka,чути гімн,2022-07-29,82,1,142601,7771196,7.0,Summer,2022-09-15,Fall,Ukrainian,Hip Hop,47.0,120.0,40.0,83.0,-13.0,42.0,148.0,44.0,47.0,17
23,2LKOHdMsL0K9KwcPRlJK2v,mr.kitty,after dark,2014-10-06,172,12,76144,7699143,10.0,Fall,2022-06-23,Summer,English,Electronic,78.0,140.0,60.0,59.0,-10.0,4.0,259.0,7.0,78.0,187
24,47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,2021-10-29,94,1,313889,7666981,10.0,Fall,2022-01-13,Winter,Russian,,53.0,95.0,62.0,80.0,-7.0,69.0,121.0,1.0,53.0,32
25,7biChppM3c8q7qcVl7ceb2,face,лабиринт,2019-10-01,153,8,85603,7623939,10.0,Fall,2022-04-07,Spring,Russian,Hip Hop,63.0,138.0,72.0,87.0,-6.0,91.0,169.0,21.0,63.0,187
26,0wpkj8A7T1CjIul0XQtkqK,sadsvit,молодість,2021-12-13,143,3,200483,7583998,12.0,Winter,2024-12-05,Winter,Ukrainian,Rock,58.0,174.0,83.0,55.0,-6.0,66.0,150.0,5.0,58.0,79
27,26yvlxKTtN2u3mpbl6AIeI,face,антидепрессант,2017-04-08,158,34,81695,7451419,4.0,Spring,2024-10-03,Fall,Russian,Hip Hop,59.0,130.0,66.0,42.0,-6.0,57.0,120.0,61.0,59.0,165
28,4LKfJMumpW7HyBT05uXYUx,khrystyna soloviy,тримай,2015-09-22,161,8,71800,7414248,9.0,Fall,2022-05-05,Spring,Ukrainian,,57.0,124.0,35.0,70.0,-7.0,37.0,209.0,66.0,57.0,178
29,0VjIjW4GlUZAMYd2vXMi3b,the weeknd,blinding lights,2020-03-20,186,1,94985,7404529,3.0,Spring,2020-07-16,Summer,English,Electronic,89.0,171.0,73.0,51.0,-6.0,33.0,200.0,0.0,89.0,1
30,2vHzOWRKYPLu8umRPIFuOq,kalush,stefania (kalush orchestra),2022-03-18,79,1,375635,7209229,3.0,Spring,2022-05-12,Spring,Ukrainian,Hip Hop,57.0,105.0,82.0,83.0,-5.0,32.0,180.0,14.0,57.0,7
31,1YeQGpxrQvp6Yg3K6SIgho,chico,покохай мене,2023-11-12,72,1,158113,7180428,11.0,Fall,2024-01-11,Winter,Ukrainian,,55.0,125.0,89.0,86.0,-5.0,87.0,177.0,3.0,55.0,45
32,2K7xn816oNHJZ0aVqdQsha,the neighbourhood,softcore,2018-11-02,165,52,56202,7135403,11.0,Fall,2022-01-20,Winter,English,Rock,87.0,94.0,57.0,57.0,-6.0,37.0,206.0,5.0,87.0,117
33,2CKbBBLXXWqTopO1vvS8y1,klavdia petrivna,я тобі брехала,2024-02-13,59,1,241722,7132973,2.0,Winter,2024-03-07,Spring,Ukrainian,Pop,58.0,105.0,63.0,79.0,-9.0,49.0,138.0,47.0,58.0,67
34,63hgMQantc0DLZM8BN180N,dorofeeva,щоб не було,2022-12-08,100,10,94555,7071143,12.0,Winter,2023-03-23,Spring,Ukrainian,Pop,49.0,114.0,46.0,87.0,-9.0,38.0,111.0,68.0,49.0,11
35,7EkWXAI1wn8Ii883ecd9xr,surf curse,freaks,2021-05-15,182,45,34128,6925476,5.0,Spring,2021-05-13,Spring,English,Rock,85.0,180.0,94.0,35.0,-10.0,41.0,147.0,0.0,85.0,191
36,3JvKfv6T31zO0ini8iNItO,tom odell,another love,2013-06-24,144,14,77784,6864843,6.0,Summer,2022-03-24,Spring,English,Rock,88.0,123.0,54.0,45.0,-9.0,13.0,244.0,70.0,88.0,124
37,23cpg22rXsND2u3ElYxQdj,wellboy,забий,2024-02-16,58,4,156966,6822315,2.0,Winter,2024-08-01,Summer,Ukrainian,,59.0,83.0,71.0,65.0,-7.0,49.0,194.0,55.0,59.0,35
38,54ipXppHLA8U4yqpOFTUhr,imagine dragons,bones,2022-07-01,119,8,95535,6692308,7.0,Summer,2022-10-13,Fall,English,Rock,82.0,114.0,75.0,77.0,-4.0,59.0,165.0,2.0,82.0,157
39,7erP3ICSBISAa9ZH4vyo42,dorofeeva,"кохаю, але не зовсім",2023-06-21,83,3,143459,6684066,6.0,Summer,2023-06-29,Summer,Ukrainian,Electronic,50.0,130.0,62.0,87.0,-9.0,54.0,200.0,5.0,50.0,3
40,4jiwxqE1yye4hzG5CpNcUH,shadowraze,холод,2023-08-25,78,1,369143,6631603,8.0,Summer,2023-08-31,Summer,Russian,,58.0,95.0,58.0,63.0,-10.0,11.0,124.0,23.0,58.0,1
41,12LGZ1axDaBCZGDlvZ9Hnl,dorofeeva,а я все плакала,2024-09-26,50,2,379591,6624955,9.0,Fall,2024-04-25,Spring,Ukrainian,Electronic,53.0,100.0,60.0,78.0,-6.0,16.0,150.0,29.0,53.0,119
42,0VGLb6IeeG5ZqonN5EavDu,какая разница,рассвет,2020-05-31,138,29,52213,6536490,5.0,Spring,2022-06-09,Summer,Russian,,61.0,100.0,83.0,55.0,-7.0,18.0,125.0,1.0,61.0,197
43,7n3Czk07KugPQOWuqCHDmF,alyona alyona,teresa & maria,2024-01-11,52,1,395641,6493933,1.0,Winter,2024-01-25,Winter,Ukrainian,Pop,62.0,114.0,65.0,69.0,-7.0,25.0,179.0,32.0,62.0,4
44,0NYvacFqoJdJggiOynzbur,adam,повільно,2023-01-15,109,26,86464,6449471,1.0,Winter,2024-07-11,Summer,,,53.0,106.0,21.0,61.0,-10.0,48.0,167.0,96.0,53.0,181
45,3IuQWB6BsGFc55IOCOGzBK,sadsvit,персонажі,2022-02-26,122,10,145365,6418339,2.0,Winter,2024-11-28,Fall,Ukrainian,Rock,55.0,140.0,48.0,64.0,-10.0,49.0,190.0,35.0,55.0,195
46,7ojBwkKhmZzXDjrqwfLH26,zhanulka,портреты - acoustic,2022-09-09,108,12,81294,6330880,9.0,Fall,2023-03-30,Spring,Russian,,61.0,95.0,31.0,66.0,-10.0,40.0,172.0,90.0,61.0,164
47,1qC93FzhcsGUFG2ZvcQzrT,valentin strykalo,так гріє,2012-02-24,153,34,49015,6327855,2.0,Winter,2022-05-12,Spring,Ukrainian,,56.0,76.0,56.0,58.0,-6.0,37.0,279.0,3.0,56.0,141
48,3CLSHJv5aUROAN2vfOyCOh,dvrst,close eyes,2021-05-25,113,6,89782,6317822,5.0,Spring,2021-10-07,Fall,English,Electronic,74.0,96.0,57.0,78.0,-10.0,21.0,132.0,7.0,74.0,53
49,3gVhsZtseYtY1fMuyYq06F,rammstein,sonne,2001-04-02,131,26,58898,6312497,4.0,Spring,2022-12-01,Winter,German,Rock,79.0,75.0,92.0,51.0,-5.0,31.0,272.0,1.0,79.0,186
50,6sVoLpo3i7p2WCaU3bpvpF,positiff,спалахи,2023-05-19,87,15,85207,6259342,5.0,Spring,2024-01-11,Winter,Ukrainian,,48.0,100.0,84.0,75.0,-4.0,82.0,132.0,4.0,48.0,198
51,28nCv762IfyLVB2OGGQcMb,parfeniuk,долоні,2023-06-22,92,18,88920,6149630,6.0,Summer,2023-06-29,Summer,Ukrainian,,54.0,114.0,59.0,76.0,-7.0,73.0,164.0,17.0,54.0,18
52,4oHEJ5KPf9hW1pDyQYIRIw,aarne,тесно,2022-08-12,91,1,310897,6105896,8.0,Summer,2022-08-11,Summer,Russian,Hip Hop,58.0,134.0,70.0,93.0,-7.0,36.0,133.0,34.0,58.0,1
53,0sv5dBy1hGWXCVR1fI9Vbd,artem pivovarov,барабан,2024-04-25,48,1,204177,6098658,4.0,Spring,2024-06-27,Summer,Ukrainian,,49.0,93.0,79.0,60.0,-5.0,56.0,191.0,1.0,49.0,3
54,1aXV8GrmQLvgoFtBPERP7E,eyedress,jealous,2019-12-06,146,55,56504,6028671,12.0,Winter,2023-09-28,Fall,English,Electronic,82.0,93.0,92.0,47.0,-10.0,70.0,122.0,0.0,82.0,154
55,,kizaru,dezhavyu,,122,1,53047,6013550,,,2020-09-03,Fall,,,,,,,,,,,,14
56,3nNKws5aNnTa3tgQOIS5Sk,fallen777angel,гладиатор/рыцарь,2024-08-23,31,1,416830,5926088,8.0,Summer,2024-08-29,Summer,Russian,,63.0,120.0,53.0,55.0,-7.0,9.0,104.0,12.0,63.0,1
57,48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,2022-03-04,72,1,507449,5886174,3.0,Spring,2022-03-10,Spring,Esperanto,Phonk,51.0,115.0,63.0,71.0,-11.0,38.0,120.0,4.0,51.0,1
58,7giM1afPSppWJMFLtXriGC,big baby tape,bandana,2021-10-22,78,1,547100,5778701,10.0,Fall,2021-10-28,Fall,Russian,Hip Hop,55.0,103.0,58.0,75.0,-6.0,35.0,151.0,1.0,55.0,1
59,1GpsHzQa7FEHInzmtALUk9,oks,ніченька,2023-09-08,80,24,93261,5750139,9.0,Fall,2024-08-01,Summer,Ukrainian,,56.0,80.0,53.0,57.0,-7.0,40.0,189.0,59.0,56.0,74
60,0K5arhAxYWj7QxFhpKJe6z,ooes,последнее лето,2021-06-25,111,24,67817,5728491,6.0,Summer,2023-04-06,Spring,Russian,Pop,63.0,173.0,66.0,50.0,-7.0,13.0,138.0,52.0,63.0,115
61,7lQ8MOhq6IN2w8EYcFNSUk,eminem,without me,2002-05-26,140,25,86483,5707034,5.0,Spring,2024-10-17,Fall,English,Hip Hop,88.0,112.0,67.0,91.0,-3.0,66.0,290.0,0.0,88.0,199
62,1wC8M93ofAwfrV9a4mDzYa,kalush orchestra,це любов,2023-12-14,66,6,119082,5559715,12.0,Winter,2024-02-01,Winter,,Pop,55.0,142.0,49.0,79.0,-7.0,44.0,156.0,44.0,55.0,153
63,1ChhR2PXLSHpeIqFJddF8k,big baby tape,99 problems,2021-10-22,59,1,432478,5520680,10.0,Fall,2021-11-04,Fall,Russian,Hip Hop,56.0,100.0,45.0,95.0,-9.0,18.0,159.0,2.0,56.0,2
64,1P9oRiZJWnxe2pZmYUZ5eC,skryptonite,это любовь,,171,71,58291,5456739,,,2024-03-21,Spring,Russian,,61.0,140.0,42.0,36.0,-11.0,13.0,279.0,33.0,61.0,116
65,2k1bI9pRGnUQZWhr3NmJBx,domiy,нагадай,2023-12-16,51,5,146154,5452113,12.0,Winter,2024-10-10,Fall,Ukrainian,,59.0,110.0,53.0,78.0,-7.0,54.0,152.0,26.0,59.0,113
66,5OGZ2Mx4Cs6RCndDRycGBJ,david kushner,daylight,2024-08-30,73,6,130297,5449313,8.0,Summer,2023-04-27,Spring,English,Pop,80.0,130.0,43.0,51.0,-9.0,31.0,213.0,83.0,80.0,13
67,5qKLAXmy19fE0Z9vRbLFhz,sasha chemerov,любила,2021-06-11,136,41,54983,5396038,6.0,Summer,2023-02-02,Winter,,,52.0,80.0,62.0,68.0,-5.0,54.0,210.0,31.0,52.0,64
68,10tFOs5trIbxcBPbLe5nF4,korol i shut,кукла колдуна,1999-01-01,138,5,58754,5364810,1.0,Winter,2021-01-28,Winter,Russian,Rock,57.0,149.0,67.0,43.0,-8.0,68.0,204.0,3.0,57.0,183
69,3cBlLBa7RCcSBBF48fjaWO,klavdia petrivna,я щаслива - лікарі кажуть,2023-09-22,50,3,146278,5364741,9.0,Fall,2023-11-02,Fall,Ukrainian,Pop,53.0,107.0,47.0,93.0,-11.0,71.0,122.0,75.0,53.0,108
70,4CrtgDoRlrafpZxowRGwyN,dorofeeva,хай пишуть,2023-12-07,68,12,114195,5361566,12.0,Winter,2024-02-08,Winter,Ukrainian,,54.0,136.0,60.0,77.0,-7.0,60.0,163.0,7.0,54.0,28
71,2bqS0QtnXGjOYs3z6VtSyW,poshlaya molly,контракт,2021-03-12,105,14,111675,5360005,3.0,Spring,2024-09-26,Fall,Russian,Electronic,64.0,110.0,81.0,68.0,-6.0,87.0,205.0,0.0,64.0,15
72,3mcw4dkjfzj5B4Ago9NSmN,uniqe,толпы кричат,2021-09-28,94,1,178380,5296632,9.0,Fall,2021-10-07,Fall,Russian,,54.0,130.0,39.0,90.0,-7.0,72.0,126.0,70.0,54.0,6
73,1ghdJUMhmLEpUitNwyNMWH,fem.love,фотографирую закат,2020-06-22,85,2,165507,5294370,6.0,Summer,2022-01-27,Winter,Russian,Rock,53.0,160.0,90.0,41.0,-3.0,40.0,156.0,0.0,53.0,112
74,0olubSy8HbZBrCJlSHV7ex,кишлак,я уёбываю в джаз,2021-10-01,111,37,59266,5291425,10.0,Fall,2023-03-09,Spring,Russian,,54.0,135.0,48.0,65.0,-6.0,44.0,145.0,21.0,54.0,124
75,086myS9r57YsLbJpU0TgK9,arctic monkeys,why'd you only call me when you're high?,2013-09-09,110,40,62976,5278139,9.0,Fall,2023-10-12,Fall,English,Rock,86.0,92.0,63.0,69.0,-6.0,80.0,161.0,5.0,86.0,198
76,2qGURS7y8zM7STkxOLgnWO,sadsvit,небо,2022-01-30,101,17,101355,5277254,1.0,Winter,2024-12-05,Winter,Russian,Rock,57.0,90.0,79.0,54.0,-4.0,61.0,220.0,13.0,57.0,165
77,0BxE4FqsDD1Ot4YuBXwAPp,arctic monkeys,505,2007-04-22,125,65,57252,5247284,4.0,Spring,2024-11-07,Fall,English,Rock,87.0,140.0,87.0,53.0,-6.0,25.0,254.0,0.0,88.0,174
78,45jJ6Q9LYboGyjH0vuOhM2,morgenshtern,cristal & моёт,2020-12-28,87,1,228047,5188813,12.0,Winter,2020-12-31,Winter,Russian,Hip Hop,56.0,210.0,37.0,72.0,-7.0,50.0,137.0,22.0,56.0,1
79,4GBfKfnvmcTcNrlJcV4OLV,violetta sokolova,четыре тридцать,2022-05-13,92,14,78503,5151419,5.0,Spring,2022-05-26,Spring,Russian,,61.0,200.0,79.0,43.0,-3.0,72.0,133.0,31.0,61.0,67
80,6JrGELYUIbZvBV74j4Q5LN,enleo,інша любов,2022-07-15,79,6,100669,5147712,7.0,Summer,2022-07-21,Summer,Ukrainian,,45.0,120.0,56.0,40.0,-9.0,12.0,248.0,29.0,45.0,6
81,1n7AVWNbLx5OUhItzDTj4A,jerry heil,#пошта,2022-02-04,128,34,48901,5114800,2.0,Winter,2022-06-09,Summer,Ukrainian,Pop,52.0,112.0,54.0,69.0,-6.0,29.0,168.0,61.0,52.0,130
82,7D8k995g6jdie4NF1E7Tpu,wenaro,лёд,2021-07-12,73,2,170858,5013340,7.0,Summer,2022-02-03,Winter,Russian,,51.0,172.0,79.0,64.0,-8.0,95.0,153.0,17.0,51.0,119
83,2YxL4H5c4NCPm19E28OPSt,alyona alyona,небо хилиться,2023-06-15,66,17,125866,4982111,6.0,Summer,2024-05-16,Spring,,Pop,49.0,130.0,61.0,83.0,-4.0,63.0,158.0,20.0,49.0,63
84,1xHs6PLjlvqihewyitoP3A,wellboy,вишнi,2021-10-22,112,18,65376,4971826,10.0,Fall,2022-06-16,Summer,Ukrainian,Pop,47.0,108.0,63.0,89.0,-6.0,64.0,183.0,14.0,47.0,74
85,6keRNvHKCOhmySQa1jCX8P,kalush,калуські вечорниці,2021-12-17,97,5,109306,4971387,12.0,Winter,2022-05-19,Spring,Ukrainian,,46.0,120.0,72.0,84.0,-6.0,47.0,181.0,8.0,46.0,63
86,7uHFrsclJjAhONLcc8grZU,vovazilvova,шукав тебе. знайшов тебе,2021-07-30,89,16,82006,4952735,7.0,Summer,2023-04-27,Spring,,Hip Hop,36.0,112.0,60.0,71.0,-11.0,20.0,168.0,42.0,36.0,135
87,3EkGH0yreaWUFAXBil8rmH,kalush,файна,2021-07-23,86,13,89961,4874585,7.0,Summer,2022-05-19,Spring,Ukrainian,,46.0,120.0,55.0,86.0,-8.0,65.0,216.0,46.0,49.0,196
88,01kfSdF9zfcDLri5sSWEoL,dxrk ダーク,rave,2022-03-18,78,5,116786,4849195,3.0,Spring,2022-04-21,Spring,Esperanto,Electronic,74.0,120.0,75.0,72.0,-6.0,34.0,169.0,24.0,74.0,181
89,12TC6zACzfx6ey8ZAP6R3y,monatik,а що?,2024-05-22,44,3,161262,4847492,5.0,Spring,2024-07-04,Summer,Ukrainian,,57.0,88.0,78.0,71.0,-5.0,82.0,198.0,13.0,57.0,27
90,5Sk39LuvdwuvL84jD01Dum,mupp,vendetta!,2022-05-20,77,3,109726,4831738,5.0,Spring,2022-07-28,Summer,English,Phonk,69.0,126.0,91.0,71.0,-4.0,67.0,107.0,18.0,69.0,99
91,1ZbtwhtxORZcaSh5VKjeXJ,osty,не лякай,2024-09-06,29,1,202955,4759239,9.0,Fall,2024-10-31,Fall,Ukrainian,,59.0,86.0,60.0,61.0,-6.0,26.0,175.0,39.0,59.0,3
92,67pvnFwqbZ6Bcc3UdOtsvG,krbk,художник,2019-05-19,104,50,73046,4714533,5.0,Spring,2024-04-25,Spring,Russian,,53.0,118.0,56.0,67.0,-9.0,33.0,107.0,71.0,53.0,194
93,20SSuP71R4A88qHQu4BKY6,kola,біля серця,2022-09-16,81,13,79330,4711797,9.0,Fall,2022-10-13,Fall,Ukrainian,,46.0,80.0,54.0,77.0,-6.0,60.0,137.0,58.0,46.0,171
94,5FVd6KXrgO9B3JPmC8OPst,arctic monkeys,do i wanna know?,2013-09-09,105,52,57732,4688512,9.0,Fall,2023-09-21,Fall,English,Rock,88.0,85.0,53.0,55.0,-8.0,41.0,272.0,19.0,88.0,193
95,0MRBhe9wjupFpmdKGh3Xhp,ap$ent,можно я с тобой,2022-07-06,49,1,402418,4646700,7.0,Summer,2024-03-14,Spring,Russian,Pop,60.0,127.0,77.0,80.0,-9.0,63.0,132.0,36.0,60.0,3
96,5hY09NvKjD3gBQS3qhriXD,ssshhhiiittt!,танцы,2019-09-30,148,40,39258,4592859,9.0,Fall,2021-01-14,Winter,Russian,Rock,60.0,160.0,97.0,48.0,-2.0,86.0,175.0,14.0,60.0,179
97,0cOftxEWGyu4XAqEsqmdWS,ooes,зима,2021-06-25,108,15,65057,4583399,6.0,Summer,2021-07-01,Summer,Russian,Pop,60.0,120.0,56.0,78.0,-10.0,28.0,148.0,77.0,60.0,40
98,5DJXnr5BBPx2DWgl9UoWxp,після дощу,хочеш,2023-03-28,68,15,98792,4529329,3.0,Spring,2023-07-06,Summer,Ukrainian,,44.0,148.0,59.0,59.0,-8.0,26.0,148.0,9.0,44.0,21
99,1HL5Kg5Yj5hdGM3opX1Ech,klavdia petrivna,хто ти,2023-09-22,70,18,88150,4493317,9.0,Fall,2023-10-26,Fall,Ukrainian,Pop,53.0,110.0,45.0,89.0,-12.0,80.0,134.0,34.0,53.0,74
100,4uUG5RXrOk84mYEfFvj3cK,david guetta,i'm good (blue),2022-08-26,103,25,71693,4470847,8.0,Summer,2022-11-10,Fall,English,Electronic,87.0,128.0,97.0,56.0,-4.0,30.0,175.0,0.0,87.0,168
101,6yt46G7lWn0oC2FEZZDsi6,kill eva,psycho dreams (sped up),2023-03-17,65,8,136766,4445772,3.0,Spring,2023-04-06,Spring,Russian,,71.0,158.0,60.0,29.0,-6.0,14.0,123.0,0.0,71.0,64
102,4pt5fDVTg5GhEvEtlz9dKk,måneskin,i wanna be your slave,2021-03-19,78,1,118347,4442093,3.0,Spring,2021-07-08,Summer,English,Rock,83.0,133.0,61.0,75.0,-4.0,96.0,173.0,0.0,83.0,5
103,6aZw4hMz6ZZqjALf0GAbKy,кишлак,самый лучший день,2022-03-04,85,26,88534,4395841,3.0,Spring,2024-03-21,Spring,Russian,,55.0,175.0,75.0,70.0,-6.0,52.0,93.0,2.0,55.0,180
104,5mjYQaktjmjcMKcUIcqz4s,kenya grace,strangers,2023-09-01,56,2,166075,4378463,9.0,Fall,2023-10-05,Fall,English,Electronic,78.0,170.0,52.0,63.0,-8.0,42.0,173.0,70.0,78.0,23
105,3mMPorZSb7rycKSyo0lLuB,mamarika,люди,2023-02-16,78,25,75722,4377927,2.0,Winter,2023-12-21,Winter,Ukrainian,,49.0,120.0,54.0,73.0,-6.0,28.0,170.0,49.0,49.0,119
106,5yuTlsfh7L1WAdHi5Ot4Vt,cheev,мрієшся,2023-11-17,92,60,50727,4337990,11.0,Fall,2023-05-04,Spring,Ukrainian,Pop,53.0,144.0,64.0,65.0,-6.0,34.0,157.0,17.0,53.0,185
107,2IGMVunIBsBLtEQyoI1Mu7,doja cat,paint the town red,2023-08-04,47,1,239646,4326837,8.0,Summer,2023-08-24,Summer,English,Hip Hop,80.0,100.0,54.0,87.0,-9.0,73.0,232.0,27.0,80.0,146
108,561jH07mF1jHuk7KlaeF0s,eminem,mockingbird,2004-11-12,80,2,153776,4290837,11.0,Fall,2022-10-27,Fall,English,Hip Hop,87.0,84.0,68.0,64.0,-4.0,25.0,251.0,21.0,87.0,17
109,4N822HhhcRrVKuX3Ni9L0T,100лиця,чорнобрива,2022-06-29,84,26,68074,4268026,6.0,Summer,2023-03-23,Spring,,,44.0,95.0,72.0,66.0,-8.0,24.0,133.0,17.0,44.0,169
110,3J5y9v6vK5ginTnMroJ1Nn,interworld,metamorphosis 3,2023-04-14,50,1,271966,4151072,4.0,Spring,2023-04-20,Spring,English,,60.0,120.0,85.0,73.0,-4.0,50.0,128.0,10.0,60.0,1
111,0aKl63MnUIVKkXlVtp2vLr,дайте танк (!),утро,2016-04-24,89,58,65572,4143610,4.0,Spring,2024-09-19,Fall,Russian,Rock,65.0,80.0,49.0,55.0,-9.0,40.0,147.0,49.0,65.0,159
112,3yCKABoZU3FVFuyVBc5VlM,rizza,плачь,2021-08-27,77,6,127211,4077975,8.0,Summer,2022-02-03,Winter,Russian,,50.0,157.0,83.0,66.0,-4.0,55.0,116.0,30.0,50.0,153
113,3nqQXoyQOWXiESFLlDF1hG,sam smith,unholy,2022-09-22,48,1,290419,4037268,9.0,Fall,2022-09-29,Fall,English,Electronic,78.0,131.0,45.0,72.0,-7.0,22.0,157.0,1.0,79.0,1
114,1TyFD4AxOYxRemRSMsSyUJ,10age,ау,2019-03-21,117,26,58528,4028462,3.0,Spring,2022-04-28,Spring,Russian,,57.0,146.0,43.0,72.0,-10.0,28.0,181.0,69.0,57.0,148
115,2oUSzRUIE4GvMw29rLKlWw,кишлак,эй,2021-06-17,85,46,63325,3998982,6.0,Summer,2023-09-14,Fall,Russian,,55.0,108.0,49.0,86.0,-9.0,56.0,135.0,74.0,55.0,191
116,3rUGC1vUpkDG9CZFHMur1t,tate mcrae,greedy,2023-09-15,50,9,105789,3995403,9.0,Fall,2023-10-12,Fall,English,Rock,89.0,111.0,73.0,75.0,-3.0,82.0,132.0,26.0,89.0,106
